ZCTA,density,classification
49617,31,3
49618,9,3
49619,8,3
49620,18,3
49621,21,3
49622,24,3
49623,8,3
49625,7,3
49626,135,2
49627,61,3
49628,234,2
49629,263,2
49630,15,3
49631,17,3
49632,6,3
49633,9,3
49635,38,3
49636,22,3
49637,52,3
49638,5,3
49639,16,3
49640,12,3
49642,22,3
49643,44,3
49644,9,3
49645,17,3
49646,15,3
49648,36,3
49649,21,3
49650,48,3
49651,14,3
49653,29,3
49654,10,3
49655,14,3
49656,5,3
49657,14,3
49659,16,3
49660,30,3
49663,13,3
49664,15,3
49665,11,3
49667,3,3
49668,14,3
49670,19,3
49675,42,3
49676,34,3
49677,20,3
49679,10,3
49680,14,3
49682,46,3
49683,10,3
49684,157,2
49686,114,2
49688,11,3
49689,9,3
49690,33,3
49701,41,3
49705,4,3
49706,30,3
49707,46,3
49709,7,3
49710,5,3
49712,46,3
49713,7,3
49715,7,3
49716,14,3
49718,6,3
49719,11,3
49720,41,3
49721,24,3
49722,152,2
49724,8,3
49725,8,3
49726,4,3
49727,22,3
49728,1,3
49729,16,3
49730,9,3
49733,7,3
49735,31,3
49736,3,3
49738,14,3
49740,25,3
49743,4,3
49744,9,3
49745,6,3
49746,7,3
49747,9,3
49749,26,3
49751,6,3
49752,8,3
49753,5,3
49755,8,3
49756,11,3
49757,55,3
49759,5,3
49760,2,3
49762,1,3
49765,7,3
49766,23,3
49768,1,3
49769,12,3
49770,63,3
49774,5,3
49776,6,3
49777,12,3
49779,18,3
49780,3,3
49781,22,3
49782,5,3
49783,55,3
49788,109,2
49791,137,2
49793,3,3
49795,7,3
49796,71,3
49799,8,3
49801,33,3
49802,341,2
49805,5,3
49806,6,3
49807,7,3
49808,1,3
49812,5,3
49814,3,3
49815,2,3
49816,5,3
49817,3,3
49818,2,3
49820,9,3
49821,4,3
49822,2,3
49825,6,3
49827,4,3
49829,115,1
49831,3,3
49833,14,3
49834,3,3
49835,4,3
49836,4,3
49837,60,3
49838,2,3
49839,2,3
49840,2,3
49841,15,3
49847,7,3
49849,18,3
49853,3,3
49854,6,3
49855,67,2
49858,65,3
49861,1,3
49862,11,3
49866,23,3
49868,3,3
49870,26,3
49871,16,3
49874,11,3
49876,143,2
49878,3,3
49879,4,3
49880,2,3
49881,3,3
49884,1,3
49885,5,3
49886,12,3
49887,5,3
49891,4,3
49892,5,3
49893,10,3
49894,364,2
49895,2,3
49896,11,3
49901,70,3
49905,11,3
49908,10,3
49910,2,3
49911,31,3
49912,2,3
49913,43,3
49915,318,2
49916,11,3
49919,1,3
49920,5,3
49921,367,2
49922,73,3
49925,2,3
49927,11,3
49929,6,3
49930,56,3
49931,111,2
49934,162,2
49935,6,3
49938,15,3
49945,7,3
49946,6,3
49947,1,3
49948,2,3
49950,3,3
49953,3,3
49955,13,3
49958,5,3
49959,238,2
49962,1,3
49963,38,3
49965,1,3
49967,1,3
49968,4,3
49969,3,3
49970,1,3
49971,2,3
50001,11,3
50002,5,3
50003,22,3
50005,11,3
50006,6,3
50007,31,3
50008,4,3
50009,240,2
50010,215,2
50014,204,2
50020,6,3
50021,335,2
50022,22,3
50023,465,2
50025,7,3
50026,4,3
50027,5,3
50028,15,3
50029,7,3
50032,472,2
50034,3,3
50035,42,3
50036,35,3
50039,6,3
50042,4,3
50044,8,3
50046,12,3
50047,36,3
50048,4,3
50049,14,3
50050,4,3
50051,5,3
50054,23,3
50055,8,3
50056,10,3
50058,6,3
50060,6,3
50061,20,3
50062,9,3
50063,15,3
50065,4,3
50066,4,3
50067,4,3
50068,3,3
50069,81,3
50070,9,3
50071,4,3
50072,11,3
50073,17,3
50074,3,3
50075,7,3
50076,6,3
50103,3,3
50105,52,3
50106,7,3
50107,9,3
50108,3,3
50109,45,3
50111,127,2
50112,24,3
50115,6,3
50116,7,3
50118,20,3
50119,13,3
50120,7,3
50122,7,3
50123,5,3
50124,65,3
50125,44,3
50126,21,3
50128,5,3
50129,14,3
50130,10,3
50131,297,2
50132,5,3
50133,3,3
50134,14,3
50135,9,3
50136,5,3
50138,28,3
50139,6,3
50140,11,3
50141,7,3
50142,382,2
50143,7,3
50144,8,3
50146,6,3
50147,3,3
50148,9,3
50149,5,3
50150,7,3
50151,4,3
50153,9,3
50154,9,3
50155,4,3
50156,20,3
50157,5,3
50158,57,2
50160,499,2
50161,10,3
50162,9,3
50163,777,2
50164,5,3
50166,10,3
50167,8,3
50168,8,3
50169,25,3
50170,13,3
50171,11,3
50173,9,3
50174,5,3
50201,28,3
50206,4,3
50207,7,3
50208,50,3
50210,9,3
50211,73,3
50212,9,3
50213,13,3
50214,8,3
50216,22,3
50217,4,3
50219,42,3
50220,32,3
50222,5,3
50223,7,3
50225,14,3
50226,45,3
50228,13,3
50229,9,3
50230,5,3
50232,6,3
50233,11,3
50234,8,3
50235,4,3
50236,18,3
50237,20,3
50238,4,3
50240,12,3
50242,4,3
50244,32,3
50246,7,3
50247,11,3
50248,23,3
50249,7,3
50250,9,3
50251,12,3
50254,3,3
50256,7,3
50257,9,3
50258,8,3
50261,12,3
50262,6,3
50263,176,2
50264,3,3
50265,779,2
50266,628,2
50268,9,3
50271,4,3
50273,16,3
50274,3,3
50275,4,3
50276,11,3
50277,5,3
50278,6,3
50309,1087,1
50310,1608,2
50311,2300,1
50312,1297,2
50313,361,2
50314,1718,1
50315,1408,2
50316,1623,1
50317,613,2
50320,391,2
50321,271,1
50322,1230,2
50323,445,2
50324,1520,2
50325,749,2
50327,212,2
50401,88,2
50420,3,3
50421,14,3
50423,8,3
50424,5,3
50428,35,3
50430,4,3
50431,139,2
50432,280,2
50433,2,3
50434,22,3
50435,7,3
50436,17,3
50438,13,3
50439,4,3
50440,6,3
50441,15,3
50444,7,3
50446,5,3
50447,5,3
50448,5,3
50449,8,3
50450,16,3
50451,4,3
50452,7,3
50453,6,3
50455,5,3
50456,15,3
50457,6,3
50458,11,3
50459,9,3
50460,4,3
50461,14,3
50464,12,3
50465,30,3
50466,5,3
50468,7,3
50469,7,3
50470,5,3
50471,7,3
50472,8,3
50473,3,3
50475,8,3
50476,8,3
50477,6,3
50478,5,3
50479,5,3
50480,6,3
50482,12,3
50483,4,3
50484,4,3
50501,76,2
50510,6,3
50511,25,3
50514,6,3
50515,3,3
50516,11,3
50517,6,3
50518,5,3
50519,5,3
50522,5,3
50523,6,3
50524,4,3
50525,11,3
50527,2,3
50528,2,3
50529,644,2
50530,7,3
50531,3,3
50532,5,3
50533,17,3
50535,6,3
50536,13,3
50538,8,3
50539,4,3
50540,4,3
50541,4,3
50542,6,3
50543,8,3
50544,8,3
50546,3,3
50548,20,3
50554,8,3
50556,3,3
50557,7,3
50558,6,3
50559,4,3
50560,3,3
50561,5,3
50562,3,3
50563,11,3
50565,5,3
50566,5,3
50568,7,3
50569,17,3
50571,4,3
50574,9,3
50575,6,3
50576,5,3
50577,4,3
50578,4,3
50579,8,3
50581,4,3
50582,5,3
50583,11,3
50585,8,3
50586,4,3
50588,32,3
50590,5,3
50591,5,3
50594,5,3
50595,25,3
50597,7,3
50598,5,3
50599,3,3
50601,7,3
50602,8,3
50603,5,3
50604,11,3
50606,5,3
50607,4,3
50609,5,3
50611,5,3
50612,6,3
50613,124,2
50616,26,3
50619,11,3
50621,10,3
50622,50,3
50624,13,3
50625,7,3
50626,13,3
50627,13,3
50628,5,3
50629,11,3
50630,9,3
50632,11,3
50633,4,3
50634,781,2
50635,8,3
50636,7,3
50638,15,3
50641,14,3
50642,7,3
50643,17,3
50644,25,3
50645,6,3
50647,26,3
50648,18,3
50650,7,3
50651,13,3
50653,5,3
50654,4,3
50655,10,3
50658,15,3
50659,15,3
50660,13,3
50662,46,3
50665,12,3
50666,8,3
50667,157,2
50668,15,3
50669,11,3
50670,15,3
50672,7,3
50674,9,3
50675,9,3
50676,15,3
50677,36,3
50680,9,3
50681,7,3
50682,7,3
50701,160,2
50702,905,2
50703,83,2
50707,355,2
50801,19,3
50830,6,3
50833,5,3
50836,2,3
50837,3,3
50840,5,3
50841,5,3
50843,3,3
50845,3,3
50846,5,3
50848,4,3
50849,10,3
50851,7,3
50853,4,3
50854,7,3
50857,2,3
50858,4,3
50859,3,3
50860,3,3
50861,3,3
50863,4,3
50864,6,3
51001,7,3
51002,10,3
51003,12,3
51004,6,3
51005,7,3
51006,6,3
51007,8,3
51010,3,3
51012,19,3
51014,4,3
51016,6,3
51018,5,3
51019,4,3
51020,5,3
51022,4,3
51023,12,3
51024,9,3
51025,8,3
51026,3,3
51027,5,3
51028,7,3
51029,5,3
51030,11,3
51031,21,3
51033,3,3
51034,7,3
51035,7,3
51036,5,3
51037,6,3
51038,7,3
51039,11,3
51040,11,3
51041,32,3
51044,3,3
51046,8,3
51047,4,3
51048,7,3
51049,5,3
51050,7,3
51052,7,3
51053,6,3
51054,44,3
51055,8,3
51056,6,3
51058,5,3
51060,5,3
51061,5,3
51062,4,3
51063,7,3
51101,385,1
51103,574,2
51104,1104,2
51105,608,1
51106,336,2
51108,48,2
51109,72,2
51201,23,3
51230,6,3
51231,4,3
51232,6,3
51234,9,3
51235,7,3
51237,7,3
51238,10,3
51239,16,3
51240,6,3
51241,7,3
51243,6,3
51245,7,3
51246,9,3
51247,16,3
51248,9,3
51249,12,3
51250,36,3
51301,36,3
51331,357,2
51333,3,3
51334,17,3
51338,6,3
51342,6,3
51345,3,3
51346,7,3
51347,7,3
51350,4,3
51351,18,3
51354,5,3
51355,185,2
51357,7,3
51358,8,3
51360,33,3
51364,4,3
51365,7,3
51366,3,3
51401,30,3
51430,7,3
51431,4,3
51433,5,3
51436,6,3
51439,5,3
51440,6,3
51441,10,3
51442,20,3
51443,7,3
51445,10,3
51446,7,3
51447,3,3
51448,5,3
51449,10,3
51450,13,3
51453,4,3
51454,6,3
51455,9,3
51458,6,3
51461,10,3
51462,4,3
51463,8,3
51465,5,3
51466,8,3
51467,4,3
51501,584,1
51503,120,2
51510,743,2
51521,10,3
51523,3,3
51525,8,3
51526,17,3
51527,5,3
51528,5,3
51529,6,3
51530,6,3
51531,12,3
51532,5,3
51533,4,3
51534,33,3
51535,6,3
51536,4,3
51537,17,3
51540,3,3
51541,4,3
51542,11,3
51543,9,3
51544,5,3
51545,4,3
51546,10,3
51548,7,3
51549,6,3
51551,9,3
51552,3,3
51553,9,3
51555,13,3
51556,4,3
51557,5,3
51558,3,3
51559,8,3
51560,9,3
51561,10,3
51562,5,3
51563,5,3
51564,5,3
51565,4,3
51566,17,3
51570,7,3
51571,6,3
51572,4,3
51573,7,3
51575,13,3
51576,15,3
51577,6,3
51579,8,3
51601,25,3
51631,4,3
51632,13,3
51636,3,3
51638,6,3
51639,5,3
51640,6,3
51645,2,3
51646,5,3
51648,2,3
51649,3,3
51650,5,3
51652,9,3
51653,16,3
51654,4,3
52001,668,2
52002,194,2
52003,94,2
52030,581,2
52031,12,3
52032,5,3
52033,13,3
52035,8,3
52037,7,3
52038,7,3
52039,12,3
52040,36,3
52041,10,3
52042,11,3
52043,10,3
52045,19,3
52046,17,3
52047,7,3
52048,4,3
52049,8,3
52050,6,3
52052,15,3
52053,7,3
52054,7,3
52057,24,3
52060,24,3
52064,8,3
52065,9,3
52068,29,3
52069,13,3
52070,10,3
52072,4,3
52073,11,3
52074,4,3
52076,10,3
52077,5,3
52078,8,3
52079,5,3
52101,16,3
52132,14,3
52133,5,3
52134,4,3
52135,14,3
52136,12,3
52140,3,3
52141,7,3
52142,9,3
52144,7,3
52146,6,3
52147,6,3
52151,8,3
52154,6,3
52155,5,3
52156,6,3
52157,14,3
52158,143,2
52159,13,3
52160,9,3
52161,11,3
52162,12,3
52163,79,3
52165,6,3
52169,6,3
52170,5,3
52171,5,3
52172,17,3
52175,17,3
52201,7,3
52202,17,3
52203,17,3
52205,27,3
52206,29,3
52207,4,3
52208,23,3
52209,12,3
52210,8,3
52211,12,3
52212,5,3
52213,21,3
52214,13,3
52215,4,3
52216,10,3
52217,4,3
52218,10,3
52222,4,3
52223,11,3
52224,8,3
52225,5,3
52227,31,3
52228,28,3
52229,6,3
52231,4,3
52233,873,2
52235,147,2
52236,8,3
52237,7,3
52240,85,2
52241,653,2
52245,1009,2
52246,1046,2
52247,25,3
52248,6,3
52249,8,3
52251,6,3
52253,26,3
52254,7,3
52255,12,3
52301,13,3
52302,201,2
52305,9,3
52306,10,3
52309,6,3
52310,18,3
52313,5,3
52314,31,3
52315,17,3
52316,10,3
52317,174,2
52318,12,3
52320,8,3
52321,6,3
52322,11,3
52323,7,3
52324,17,3
52325,8,3
52326,113,2
52327,14,3
52328,299,2
52329,6,3
52330,7,3
52332,20,3
52333,27,3
52334,7,3
52335,5,3
52336,19,3
52337,13,3
52338,36,3
52339,16,3
52340,54,3
52341,32,3
52342,14,3
52345,161,2
52346,8,3
52347,9,3
52349,21,3
52351,577,2
52352,9,3
52353,25,3
52354,5,3
52355,3,3
52356,12,3
52358,19,3
52359,8,3
52361,14,3
52362,8,3
52401,745,2
52402,1222,2
52403,377,2
52404,295,1
52405,686,2
52411,143,2
52501,55,2
52530,30,3
52531,11,3
52533,6,3
52534,315,2
52535,7,3
52536,7,3
52537,8,3
52540,6,3
52542,4,3
52543,5,3
52544,25,3
52549,7,3
52550,7,3
52551,5,3
52552,5,3
52553,8,3
52554,16,3
52555,6,3
52556,31,3
52560,5,3
52561,11,3
52563,6,3
52565,7,3
52567,9,3
52569,3,3
52570,5,3
52571,6,3
52572,5,3
52574,9,3
52576,5,3
52577,38,3
52580,5,3
52581,4,3
52583,3,3
52584,7,3
52585,7,3
52586,5,3
52590,6,3
52591,10,3
52594,4,3
52595,362,2
52601,114,2
52619,6,3
52620,7,3
52621,6,3
52623,13,3
52624,195,2
52625,10,3
52626,6,3
52627,77,3
52630,4,3
52632,106,1
52635,6,3
52637,15,3
52638,6,3
52639,21,3
52640,7,3
52641,22,3
52644,4,3
52645,18,3
52646,2,3
52649,8,3
52650,8,3
52651,4,3
52653,12,3
52654,13,3
52655,115,2
52656,11,3
52658,10,3
52659,10,3
52720,9,3
52721,8,3
52722,537,2
52726,47,3
52727,6,3
52728,281,2
52729,8,3
52730,58,3
52731,7,3
52732,106,2
52737,611,2
52738,11,3
52739,8,3
52742,26,3
52745,9,3
52746,14,3
52747,39,3
52748,81,3
52749,157,2
52750,8,3
52751,8,3
52752,508,2
52753,82,3
52754,7,3
52755,13,3
52756,18,3
52760,10,3
52761,67,2
52765,6,3
52766,7,3
52767,194,2
52768,18,3
52769,7,3
52772,16,3
52773,18,3
52776,20,3
52777,10,3
52778,19,3
52801,1777,1
52802,422,1
52803,1780,1
52804,318,2
52806,364,2
52807,203,1
53001,25,3
53002,28,3
53004,35,3
53005,516,2
53006,16,3
53007,1152,2
53010,29,3
53011,23,3
53012,203,2
53013,45,3
53014,25,3
53015,26,3
53016,305,2
53017,116,2
53018,246,2
53019,19,3
53020,24,3
53021,53,3
53022,267,2
53023,14,3
53024,249,2
53027,94,3
53029,207,2
53032,60,3
53033,127,2
53034,91,3
53035,26,3
53036,38,3
53037,163,2
53038,50,3
53039,23,3
53040,48,3
53042,44,3
53044,218,2
53045,591,2
53046,198,2
53048,51,3
53049,24,3
53050,42,3
53051,442,2
53057,19,3
53058,221,2
53059,22,3
53061,47,3
53063,15,3
53065,18,3
53066,123,2
53069,835,2
53070,62,3
53072,346,2
53073,71,3
53074,177,2
53075,36,3
53076,59,3
53078,21,3
53079,17,3
53080,79,3
53081,701,2
53083,253,2
53085,68,3
53086,148,2
53088,137,2
53089,258,2
53090,149,2
53091,32,3
53092,404,2
53093,36,3
53094,80,2
53095,154,2
53097,70,2
53098,46,2
53103,108,2
53104,65,3
53105,71,3
53108,67,2
53110,1695,2
53114,27,3
53115,87,3
53118,73,3
53119,51,3
53120,66,3
53121,62,3
53122,717,2
53125,152,2
53126,46,3
53128,128,2
53129,1174,2
53130,1037,2
53132,383,2
53137,19,3
53139,36,3
53140,1341,2
53142,568,2
53143,2110,2
53144,227,2
53146,157,2
53147,97,3
53149,119,2
53150,281,2
53151,751,2
53153,206,2
53154,493,2
53156,37,3
53158,189,2
53167,786,2
53168,94,3
53170,865,2
53172,1884,2
53177,97,3
53178,35,3
53179,212,2
53181,204,2
53182,59,3
53183,293,2
53184,55,3
53185,152,2
53186,1088,2
53188,510,2
53189,204,2
53190,49,3
53191,304,2
53202,7185,1
53203,1383,1
53204,3899,1
53205,2525,1
53206,3504,1
53207,1623,2
53208,3115,1
53209,1730,1
53210,3886,1
53211,3964,1
53212,3140,1
53213,2883,1
53214,2157,1
53215,3396,1
53216,2701,1
53217,839,2
53218,2398,1
53219,3078,1
53220,2128,2
53221,1722,2
53222,2009,1
53223,1201,2
53224,793,2
53225,1398,2
53226,1172,2
53227,2150,1
53228,1210,2
53233,3104,1
53235,1758,2
53402,647,2
53403,1096,1
53404,1230,1
53405,1585,2
53406,660,2
53502,19,3
53503,14,3
53504,9,3
53505,7,3
53506,7,3
53507,13,3
53508,30,3
53510,14,3
53511,168,2
53515,25,3
53516,10,3
53517,15,3
53518,8,3
53520,22,3
53521,22,3
53522,11,3
53523,42,3
53525,27,3
53526,29,3
53527,101,3
53528,48,3
53529,20,3
53530,13,3
53531,38,3
53532,95,3
53533,20,3
53534,57,3
53536,34,3
53537,332,2
53538,76,3
53541,6,3
53543,8,3
53544,8,3
53545,388,2
53546,148,2
53548,103,2
53549,58,3
53550,9,3
53551,79,3
53553,28,3
53554,9,3
53555,41,3
53556,23,3
53557,35,3
53558,244,2
53559,35,3
53560,24,3
53561,20,3
53562,326,2
53563,64,3
53565,11,3
53566,42,3
53569,10,3
53570,15,3
53571,278,2
53572,37,3
53573,12,3
53574,36,3
53575,104,2
53576,28,3
53577,12,3
53578,49,3
53579,16,3
53580,11,3
53581,19,3
53582,13,3
53583,30,3
53585,30,3
53586,9,3
53587,9,3
53588,12,3
53589,93,3
53590,211,2
53593,103,2
53594,29,3
53597,121,2
53598,285,2
53703,7720,1
53704,905,2
53705,1754,2
53711,740,2
53713,890,2
53714,1538,2
53715,3924,1
53716,1230,2
53717,1566,1
53718,258,2
53719,1246,2
53726,4636,1
53801,7,3
53803,43,3
53804,11,3
53805,15,3
53806,11,3
53807,18,3
53808,537,2
53809,16,3
53810,5,3
53811,26,3
53813,16,3
53816,5,3
53818,33,3
53820,11,3
53821,33,3
53825,6,3
53826,7,3
53827,3,3
53901,41,3
53910,25,3
53911,15,3
53913,64,3
53916,93,3
53919,14,3
53920,25,3
53922,9,3
53923,10,3
53924,7,3
53925,25,3
53926,10,3
53929,14,3
53930,12,3
53932,26,3
53933,32,3
53934,16,3
53935,113,2
53936,11,3
53937,7,3
53939,205,2
53941,16,3
53943,8,3
53944,12,3
53946,14,3
53948,23,3
53949,15,3
53950,18,3
53951,14,3
53952,14,3
53953,48,3
53954,35,3
53955,32,3
53956,16,3
53959,49,3
53960,15,3
53961,13,3
53963,53,3
53964,13,3
53965,25,3
53968,13,3
53969,149,2
54001,29,3
54002,32,3
54003,13,3
54004,11,3
54005,15,3
54006,12,3
54007,10,3
54009,30,3
54011,25,3
54013,13,3
54014,21,3
54015,33,3
54016,165,2
54017,46,3
54020,37,3
54021,56,3
54022,56,3
54023,33,3
54024,24,3
54025,51,3
54026,26,3
54027,13,3
54028,23,3
54082,47,3
54101,20,3
54102,4,3
54103,2,3
54104,2,3
54106,21,3
54107,19,3
54110,32,3
54111,17,3
54112,15,3
54113,711,2
54114,10,3
54115,125,2
54119,3,3
54120,1,3
54121,5,3
54124,17,3
54125,4,3
54126,17,3
54128,14,3
54129,18,3
54130,123,2
54135,12,3
54136,1315,2
54137,17,3
54138,5,3
54139,13,3
54140,1084,2
54141,38,3
54143,98,3
54149,5,3
54150,18,3
54151,13,3
54153,29,3
54154,28,3
54155,54,3
54156,5,3
54157,28,3
54159,10,3
54161,9,3
54162,29,3
54165,31,3
54166,51,3
54169,278,2
54170,13,3
54171,51,3
54173,108,2
54174,7,3
54175,9,3
54177,7,3
54180,254,2
54201,31,3
54202,15,3
54204,15,3
54205,19,3
54208,23,3
54209,14,3
54210,16,3
54211,37,3
54212,14,3
54213,14,3
54214,495,2
54216,24,3
54217,25,3
54220,174,2
54227,19,3
54228,28,3
54229,39,2
54230,17,3
54232,433,2
54234,34,3
54235,40,3
54241,97,3
54245,22,3
54246,13,3
54247,27,3
54301,1463,2
54302,1300,2
54303,1085,2
54304,1064,2
54311,195,2
54313,224,2
54401,154,2
54403,74,2
54405,37,3
54406,20,3
54407,13,3
54408,10,3
54409,26,3
54410,13,3
54411,10,3
54412,12,3
54414,10,3
54416,8,3
54418,4,3
54420,12,3
54421,18,3
54422,10,3
54423,17,3
54424,4,3
54425,17,3
54426,15,3
54427,10,3
54428,8,3
54433,5,3
54435,4,3
54436,7,3
54437,9,3
54440,14,3
54441,325,2
54442,6,3
54443,9,3
54446,14,3
54447,6,3
54448,19,3
54449,67,2
54450,101,3
54451,14,3
54452,18,3
54454,11,3
54455,29,3
54456,11,3
54457,27,3
54459,4,3
54460,11,3
54462,4,3
54463,4,3
54465,10,3
54466,4,3
54467,80,3
54469,274,2
54470,8,3
54471,15,3
54473,12,3
54474,396,2
54475,16,3
54476,174,2
54479,19,3
54480,15,3
54481,182,2
54482,39,3
54484,18,3
54485,7,3
54486,8,3
54487,14,3
54488,11,3
54489,14,3
54490,3,3
54491,4,3
54493,3,3
54494,87,2
54495,31,2
54498,7,3
54499,11,3
54501,24,3
54511,2,3
54512,5,3
54513,2,3
54514,4,3
54515,3,3
54519,7,3
54520,12,3
54521,15,3
54524,3,3
54525,185,2
54526,3,3
54527,2,3
54529,8,3
54530,3,3
54531,8,3
54534,9,3
54537,2,3
54538,10,3
54539,13,3
54540,6,3
54541,4,3
54542,1,3
54545,8,3
54546,3,3
54547,3,3
54548,25,3
54550,13,3
54552,6,3
54554,6,3
54555,7,3
54556,6,3
54557,5,3
54558,23,3
54559,2,3
54560,8,3
54562,6,3
54563,7,3
54564,1,3
54566,5,3
54568,31,3
54601,272,2
54603,704,2
54610,6,3
54611,9,3
54612,13,3
54613,11,3
54614,14,3
54615,13,3
54616,11,3
54618,9,3
54619,12,3
54621,12,3
54622,16,3
54623,14,3
54624,9,3
54625,17,3
54626,7,3
54627,9,3
54628,7,3
54629,10,3
54630,19,3
54631,7,3
54632,10,3
54634,10,3
54635,9,3
54636,61,3
54638,10,3
54639,10,3
54642,8,3
54644,9,3
54646,9,3
54648,8,3
54650,304,2
54651,9,3
54652,11,3
54653,19,3
54655,8,3
54656,27,3
54657,5,3
54658,28,3
54659,9,3
54660,42,3
54661,27,3
54664,8,3
54665,20,3
54666,5,3
54667,20,3
54669,55,3
54670,11,3
54701,178,2
54703,217,2
54720,612,2
54721,9,3
54722,10,3
54723,16,3
54724,18,3
54725,12,3
54726,8,3
54727,14,3
54728,20,3
54729,77,3
54730,14,3
54731,6,3
54732,10,3
54733,11,3
54734,10,3
54736,13,3
54737,9,3
54738,12,3
54739,17,3
54740,9,3
54741,6,3
54742,16,3
54745,7,3
54746,6,3
54747,9,3
54748,12,3
54749,13,3
54750,6,3
54751,41,3
54754,8,3
54755,11,3
54756,6,3
54757,8,3
54758,12,3
54759,13,3
54760,729,2
54761,12,3
54762,10,3
54763,8,3
54766,5,3
54767,15,3
54768,14,3
54769,7,3
54770,12,3
54771,10,3
54772,7,3
54773,17,3
54801,15,3
54805,18,3
54806,18,3
54810,24,3
54812,24,3
54813,5,3
54814,7,3
54817,6,3
54819,7,3
54820,3,3
54821,4,3
54822,38,3
54824,25,3
54826,7,3
54827,3,3
54828,4,3
54829,17,3
54830,4,3
54832,2,3
54835,3,3
54836,3,3
54837,9,3
54838,2,3
54839,3,3
54840,7,3
54841,315,2
54843,11,3
54844,2,3
54846,7,3
54847,6,3
54848,14,3
54849,9,3
54850,2,3
54853,18,3
54854,5,3
54855,4,3
54856,3,3
54858,34,3
54859,5,3
54862,3,3
54864,10,3
54865,4,3
54867,6,3
54868,32,3
54870,7,3
54871,12,3
54872,18,3
54873,5,3
54874,9,3
54875,4,3
54876,7,3
54880,76,2
54888,6,3
54889,17,3
54891,20,3
54893,11,3
54895,4,3
54896,2,3
54901,822,2
54902,287,2
54904,112,2
54909,9,3
54911,1313,1
54913,108,2
54914,733,2
54915,1016,2
54921,7,3
54922,12,3
54923,26,3
54927,996,2
54928,15,3
54929,31,3
54930,8,3
54931,392,2
54932,14,3
