status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
for_sale,300000,4,3,0.49,"195 Ginger Ln, Torrington, CT, 06790",195 Ginger Ln,Torrington,Connecticut,6790,2128,1/2/2020
for_sale,369000,4,2,0.08,"58 Pleasant St, Concord, NH, 03301",58 Pleasant St,Concord,New Hampshire,3301,2705,1/2/2020
for_sale,320000,4,3,0.33,"135 York St, West Haven, CT, 06516",135 York St,West Haven,Connecticut,6516,2171,1/2/2020
for_sale,349900,2,2,,"970 Hope St Unit 2G, Stamford, CT, 06907",970 Hope St Unit 2G,Stamford,Connecticut,6907,1031,1/2/2020
for_sale,1888000,4,4,0.09,"27-01 Utopia Pkwy, Flushing, NY, 11358",27-01 Utopia Pkwy,Flushing,New York,11358,2900,1/2/2020
for_sale,259000,4,2,0.22,"96 Newport Dr, Waterbury, CT, 06705",96 Newport Dr,Waterbury,Connecticut,6705,1802,1/3/2020
for_sale,997095,4,4,0.52,"12 Ellen Dr, Port Jefferson, NY, 11777",12 Ellen Dr,Port Jefferson,New York,11777,3150,1/3/2020
for_sale,1150000,4,4,0.29,"29 Witch Ln, Norwalk, CT, 06853",29 Witch Ln,Norwalk,Connecticut,6853,2911,1/3/2020
for_sale,975000,5,4,0.11,"171 Congdon St, Providence, RI, 02906",171 Congdon St,Providence,Rhode Island,2906,4864,1/6/2020
for_sale,132500,2,2,,"23 Birch Ln Unit C, East Haven, CT, 06513",23 Birch Ln Unit C,East Haven,Connecticut,6513,1008,1/6/2020
for_sale,2800000,4,6,2.11,"49 Wilton Woods Rd, Wilton, CT, 06897",49 Wilton Woods Rd,Wilton,Connecticut,6897,6340,1/6/2020
for_sale,190000,3,2,0.73,"142 Bromley St, Norwich, CT, 06360",142 Bromley St,Norwich,Connecticut,6360,1158,1/7/2020
for_sale,149999,,1,,"3015 Riverdale Ave Apt 2G, Bronx, NY, 10463",3015 Riverdale Ave Apt 2G,Bronx,New York,10463,500,1/7/2020
for_sale,335000,3,1,0.11,"197 Summerhill Rd, Spotswood, NJ, 08884",197 Summerhill Rd,Spotswood,New Jersey,8884,1164,1/7/2020
for_sale,238500,3,2,1,"44 Haven Ln, Peru, NY, 12972",44 Haven Ln,Peru,New York,12972,2485,1/8/2020
for_sale,1395000,1,1,,"200 Chambers St Apt 7E, New York City, NY, 10007",200 Chambers St Apt 7E,New York City,New York,10007,750,1/8/2020
for_sale,114900,2,1,,"54 Front St Unit 54, New Haven, CT, 06513",54 Front St Unit 54,New Haven,Connecticut,6513,1092,1/9/2020
for_sale,510000,5,3,0.35,"43 Felway Dr, Coram, NY, 11727",43 Felway Dr,Coram,New York,11727,2300,1/9/2020
for_sale,850000,2,2,,"9511 Shore Rd Apt 302, Brooklyn, NY, 11209",9511 Shore Rd Apt 302,Brooklyn,New York,11209,1080,1/9/2020
for_sale,465000,3,3,0.28,"113 Rivercrest Dr, Piscataway, NJ, 08854",113 Rivercrest Dr,Piscataway,New Jersey,8854,1464,1/9/2020
for_sale,549000,3,2,0.25,"663 Route 217, Claverack, NY, 12534",663 Route 217,Claverack,New York,12534,1890,1/10/2020
for_sale,285000,2,2,,"800 Bearses Way Apt 4EE, Hyannis, MA, 02601",800 Bearses Way Apt 4EE,Hyannis,Massachusetts,2601,840,1/10/2020
for_sale,249900,3,3,,"2390 State St Unit L18D, Hamden, CT, 06517",2390 State St Unit L18D,Hamden,Connecticut,6517,1263,1/10/2020
for_sale,279900,2,1,1.4,"11 Brook St, Waterford, CT, 06385",11 Brook St,Waterford,Connecticut,6385,960,1/10/2020
for_sale,749999,4,4,0.08,"670 Clarkson Ave, Elizabeth City, NJ, 07202",670 Clarkson Ave,Elizabeth City,New Jersey,7202,2880,1/10/2020
for_sale,450000,2,2,,"3014 Edward Stec Blvd, Edison, NJ, 08837",3014 Edward Stec Blvd,Edison,New Jersey,8837,1550,1/10/2020
for_sale,450000,4,3,1.62,"30 Old Mill Dr, Canton, CT, 06019",30 Old Mill Dr,Canton,Connecticut,6019,2893,1/13/2020
for_sale,415000,4,3,1.91,"727 Squaw Rock Rd, Plainfield, CT, 06354",727 Squaw Rock Rd,Plainfield,Connecticut,6354,2888,1/13/2020
for_sale,639000,2,2,,"3920 Mystic Valley Pkwy Apt 509, Medford, MA, 02155",3920 Mystic Valley Pkwy Apt 509,Medford,Massachusetts,2155,1206,1/14/2020
for_sale,250000,3,2,0.18,"33 Curry Rd, Hamden, CT, 06517",33 Curry Rd,Hamden,Connecticut,6517,1041,1/14/2020
for_sale,325000,12,2,0.09,"2168 Seaview Ave, Bridgeport, CT, 06610",2168 Seaview Ave,Bridgeport,Connecticut,6610,2226,1/14/2020
for_sale,975000,2,1,,"150 W 51st St Apt 1623, New York City, NY, 10019",150 W 51st St Apt 1623,New York City,New York,10019,850,1/14/2020
for_sale,465000,4,2,0.17,"213 4th St, Hazlet, NJ, 07734",213 4th St,Hazlet,New Jersey,7734,1845,1/14/2020
for_sale,1169000,3,3,4,"6 Vista Way, Ellsworth, ME, 04605",6 Vista Way,Ellsworth,Maine,4605,3516,1/15/2020
for_sale,469900,5,,0.19,"45 Cherry St, Waterbury, CT, 06702",45 Cherry St,Waterbury,Connecticut,6702,3642,1/15/2020
for_sale,499000,3,2,1.51,"260 Bennetts Farm Rd, Ridgefield, CT, 06877",260 Bennetts Farm Rd,Ridgefield,Connecticut,6877,1170,1/15/2020
for_sale,339900,3,3,0.28,"60 Harold Rd, Farmington, CT, 06032",60 Harold Rd,Farmington,Connecticut,6032,1132,1/16/2020
for_sale,329900,2,2,0.09,"340 Lake Ave N, Worcester, MA, 01604",340 Lake Ave N,Worcester,Massachusetts,1604,768,1/16/2020
for_sale,329000,5,3,0.38,"61 Flyers Dr, Norwich, CT, 06360",61 Flyers Dr,Norwich,Connecticut,6360,2281,1/16/2020
for_sale,409000,9,3,0.2,"249 Chatham St, New Haven, CT, 06513",249 Chatham St,New Haven,Connecticut,6513,3539,1/16/2020
for_sale,6695000,8,11,7.25,"76 Turtle Back Ln W, New Canaan, CT, 06840",76 Turtle Back Ln W,New Canaan,Connecticut,6840,11043,1/16/2020
for_sale,5999000,4,4,,"200 W End Ave Apt 15F, New York, NY, 10023",200 W End Ave Apt 15F,New York,New York,10023,2847,1/16/2020
for_sale,569000,4,2,0.18,"202 S 2nd Ave, Highland Park, NJ, 08904",202 S 2nd Ave,Highland Park,New Jersey,8904,2214,1/16/2020
for_sale,224000,2,1,,"104 Hartford Ave E Unit 2, Uxbridge, MA, 01569",104 Hartford Ave E Unit 2,Uxbridge,Massachusetts,1569,1215,1/17/2020
for_sale,159900,2,3,,"296 Hamilton Ave Apt 30, Norwich, CT, 06360",296 Hamilton Ave Apt 30,Norwich,Connecticut,6360,1304,1/17/2020
for_sale,1500000,2,2,,"230 Park Pl Apt 4A, New York City, NY, 11238",230 Park Pl Apt 4A,New York City,New York,11238,1300,1/17/2020
for_sale,950000,5,3,0.09,"1574 Drumgoole Rd E, Staten Island, NY, 10309",1574 Drumgoole Rd E,Staten Island,New York,10309,2124,1/17/2020
for_sale,2775000,2,3,,"20 Rowes Wharf Apt 309, Boston, MA, 02110",20 Rowes Wharf Apt 309,Boston,Massachusetts,2110,1973,1/21/2020
for_sale,1399900,3,4,0.07,"159 Water St, Newburyport, MA, 01950",159 Water St,Newburyport,Massachusetts,1950,2722,1/21/2020
for_sale,400000,2,2,,"35 Seaside Ave Apt 35, Stamford, CT, 06902",35 Seaside Ave Apt 35,Stamford,Connecticut,6902,1534,1/21/2020
for_sale,229900,3,1,0.09,"131 Second St, Hallowell, ME, 04347",131 Second St,Hallowell,Maine,4347,1071,1/22/2020
for_sale,768000,5,3,0.15,"12 Fairfax Rd, Edison, NJ, 08817",12 Fairfax Rd,Edison,New Jersey,8817,2500,1/22/2020
for_sale,299000,3,1,0.1,"108 Angell Ave, Cranston, RI, 02920",108 Angell Ave,Cranston,Rhode Island,2920,936,1/24/2020
for_sale,3500000,2,,0.09,"570 Broome St Apt 22A, New York City, NY, 10013",570 Broome St Apt 22A,New York City,New York,10013,1248,1/24/2020
for_sale,2250000,3,3,,"178 Harvard St Unit 178, Cambridge, MA, 02139",178 Harvard St Unit 178,Cambridge,Massachusetts,2139,2341,1/27/2020
for_sale,875000,4,3,2.76,"6 Meeting Rock Dr, Atkinson, NH, 03811",6 Meeting Rock Dr,Atkinson,New Hampshire,3811,4250,1/27/2020
for_sale,625000,4,3,1.5,"15 Martin Dr, Oxford, CT, 06478",15 Martin Dr,Oxford,Connecticut,6478,2917,1/27/2020
for_sale,114900,1,1,,"25 Cartright St Unit 5B, Bridgeport, CT, 06604",25 Cartright St Unit 5B,Bridgeport,Connecticut,6604,814,1/27/2020
for_sale,264900,5,3,4.8,"248 Dunn Rd, West Chazy, NY, 12992",248 Dunn Rd,West Chazy,New York,12992,1806,1/28/2020
for_sale,209900,3,2,0.28,"373 Columbus Ave, Meriden, CT, 06451",373 Columbus Ave,Meriden,Connecticut,6451,1502,1/28/2020
for_sale,299900,3,1,0.14,"7 Hickory St, Danbury, CT, 06810",7 Hickory St,Danbury,Connecticut,6810,1012,1/28/2020
for_sale,1389999,4,3,0.06,"64-03 77th Pl, Queens, NY, 11379",64-03 77th Pl,Queens,New York,11379,1848,1/28/2020
for_sale,1050000,2,3,0.11,"66 Morris St Unit 103, Jersey City, NJ, 07302",66 Morris St Unit 103,Jersey City,New Jersey,7302,1534,1/28/2020
for_sale,415000,6,3,0.09,"59 Ash St, Bridgeport, CT, 06605",59 Ash St,Bridgeport,Connecticut,6605,2814,1/29/2020
for_sale,595000,2,2,,"33 N Water St Unit 704, Norwalk, CT, 06854",33 N Water St Unit 704,Norwalk,Connecticut,6854,1392,1/29/2020
for_sale,239000,1,1,,"1604 74th St Apt C8, North Bergen, NJ, 07047",1604 74th St Apt C8,North Bergen,New Jersey,7047,636,1/29/2020
for_sale,685000,2,2,0.03,"24-40 86th St, East Elmhurst, NY, 11369",24-40 86th St,East Elmhurst,New York,11369,1500,1/29/2020
for_sale,745000,4,3,0.09,"185-07 Jordan Ave, Jamaica, NY, 11412",185-07 Jordan Ave,Jamaica,New York,11412,1321,1/29/2020
for_sale,299900,2,2,0.53,"123 Colony Rd, Seymour, CT, 06483",123 Colony Rd,Seymour,Connecticut,6483,1144,1/30/2020
for_sale,759000,4,4,4.44,"18 Winston Dr, Washington, CT, 06794",18 Winston Dr,Washington,Connecticut,6794,2646,1/30/2020
for_sale,175000,2,1,,"18 Airlie St Apt 5, Worcester, MA, 01606",18 Airlie St Apt 5,Worcester,Massachusetts,1606,798,1/31/2020
for_sale,415000,3,2,0.12,"20 Avon Rd, Cranston, RI, 02905",20 Avon Rd,Cranston,Rhode Island,2905,1488,1/31/2020
for_sale,395000,3,2,0.5,"14 Whitetail Rdg, Bridgton, ME, 04009",14 Whitetail Rdg,Bridgton,Maine,4009,1344,1/31/2020
for_sale,152000,4,2,0.28,"466 Broad St, Bristol, CT, 06010",466 Broad St,Bristol,Connecticut,6010,1219,1/31/2020
for_sale,1340000,3,3,0.25,"65 Goodsell Point Rd, Branford, CT, 06405",65 Goodsell Point Rd,Branford,Connecticut,6405,2890,1/31/2020
for_sale,640000,5,3,0.57,"761 Valley Rd, Fairfield, CT, 06825",761 Valley Rd,Fairfield,Connecticut,6825,2730,1/31/2020
for_sale,239900,6,3,0.19,"323 Harwinton Ave, Torrington, CT, 06790",323 Harwinton Ave,Torrington,Connecticut,6790,2554,2/3/2020
for_sale,3400000,19,16,1.86,"145A Pleasant Point Rd, Lovell, ME, 04051",145A Pleasant Point Rd,Lovell,Maine,4051,10581,2/3/2020
for_sale,530000,3,2,0.15,"33 Reef Ct, Fairfield, CT, 06824",33 Reef Ct,Fairfield,Connecticut,6824,1497,2/3/2020
for_sale,2825000,1,2,,"1 Main St Apt 9L, New York City, NY, 11201",1 Main St Apt 9L,New York City,New York,11201,1655,2/3/2020
for_sale,799900,3,3,0.04,"265 Riverside St, Portsmouth, RI, 02871",265 Riverside St,Portsmouth,Rhode Island,2871,1216,2/4/2020
for_sale,190000,3,1,1,"7 Old Mill Rd, Cutler, ME, 04626",7 Old Mill Rd,Cutler,Maine,4626,1152,2/4/2020
for_sale,450000,1,1,,"34-41 85 St Unit 1J, Jackson Heights, NY, 11372",34-41 85 St Unit 1J,Jackson Heights,New York,11372,827,2/4/2020
for_sale,384900,4,3,0.36,"53 Lufkin Ln, Bristol, CT, 06010",53 Lufkin Ln,Bristol,Connecticut,6010,2400,2/6/2020
for_sale,355000,4,2,1,"1087 Sly Brook Rd, Eagle Lake, ME, 04739",1087 Sly Brook Rd,Eagle Lake,Maine,4739,2828,2/6/2020
for_sale,315000,3,3,0.7,"10 Rachel Dr, Rutland, VT, 05701",10 Rachel Dr,Rutland,Vermont,5701,2720,2/6/2020
for_sale,819900,12,6,0.18,"1322 Stratford Ave, Bridgeport, CT, 06607",1322 Stratford Ave,Bridgeport,Connecticut,6607,9399,2/6/2020
for_sale,325000,3,1,0.06,"315 Sheridan Ave, Roselle, NJ, 07203",315 Sheridan Ave,Roselle,New Jersey,7203,902,2/6/2020
for_sale,399000,3,1,12.3,"275 Browns Rd, Mansfield, CT, 06268",275 Browns Rd,Mansfield,Connecticut,6268,1674,2/7/2020
for_sale,895000,3,3,0.13,"9 Constitution Hl, Providence, RI, 02904",9 Constitution Hl,Providence,Rhode Island,2904,2952,2/7/2020
for_sale,339000,2,2,,"60 Broadway St Unit 4, West Yarmouth, MA, 02673",60 Broadway St Unit 4,West Yarmouth,Massachusetts,2673,702,2/7/2020
for_sale,1750000,,,0.04,"1217 Decatur St, New York City, NY, 11207",1217 Decatur St,New York City,New York,11207,9720,2/7/2020
for_sale,179000,6,3,0.15,"651 S Main St, Torrington, CT, 06790",651 S Main St,Torrington,Connecticut,6790,1566,2/10/2020
for_sale,469900,3,3,0.45,"49 Quaddick Town Farm Rd, Thompson, CT, 06277",49 Quaddick Town Farm Rd,Thompson,Connecticut,6277,2128,2/10/2020
for_sale,294000,1,1,,"300 Broad St Apt 904, Stamford, CT, 06901",300 Broad St Apt 904,Stamford,Connecticut,6901,677,2/10/2020
for_sale,160000,3,2,0.21,"80 Quercus Ave, Windham, CT, 06226",80 Quercus Ave,Windham,Connecticut,6226,1132,2/11/2020
for_sale,144900,2,1,0.12,"90 Geer Ave, Norwich, CT, 06360",90 Geer Ave,Norwich,Connecticut,6360,684,2/11/2020
for_sale,440000,7,5,0.09,"68 Yorkshire St, Providence, RI, 02908",68 Yorkshire St,Providence,Rhode Island,2908,3706,2/12/2020
for_sale,310000,3,2,0.34,"440 Rimmon Hill Rd, Beacon Falls, CT, 06403",440 Rimmon Hill Rd,Beacon Falls,Connecticut,6403,1392,2/12/2020
for_sale,179900,2,2,,"126 Triangle St Apt A48, Danbury, CT, 06810",126 Triangle St Apt A48,Danbury,Connecticut,6810,1018,2/12/2020
for_sale,240000,3,2,0.17,"189 Linnmoore St, Hartford, CT, 06114",189 Linnmoore St,Hartford,Connecticut,6114,1682,2/13/2020
for_sale,849900,6,6,0.99,"246 Upper State St, North Haven, CT, 06473",246 Upper State St,North Haven,Connecticut,6473,4821,2/13/2020
for_sale,299900,4,2,0.16,"145 Market St, Warren, RI, 02885",145 Market St,Warren,Rhode Island,2885,1489,2/14/2020
for_sale,859000,1,1,0.02,"234 Causeway St Apt 819, Boston, MA, 02114",234 Causeway St Apt 819,Boston,Massachusetts,2114,987,2/14/2020
for_sale,578000,3,2,0.03,"2 Howe Ter Apt 3, Boston, MA, 02125",2 Howe Ter Apt 3,Boston,Massachusetts,2125,1506,2/14/2020
for_sale,549000,,,0.06,"248 Grant Ave, Jersey City, NJ, 07305",248 Grant Ave,Jersey City,New Jersey,7305,2657,2/14/2020
for_sale,619900,2,3,,"24 Boatswains Way Unit 24, Chelsea, MA, 02150",24 Boatswains Way Unit 24,Chelsea,Massachusetts,2150,1963,2/18/2020
for_sale,264900,4,4,0.13,"55 Railroad Ave, Killingly, CT, 06241",55 Railroad Ave,Killingly,Connecticut,6241,2322,2/18/2020
for_sale,615000,3,2,0.11,"93 Rackleff St, Portland, ME, 04103",93 Rackleff St,Portland,Maine,4103,1658,2/18/2020
for_sale,380000,4,2,0.44,"76 Colony Rd, Seymour, CT, 06483",76 Colony Rd,Seymour,Connecticut,6483,2128,2/18/2020
for_sale,215000,3,1,,"183 Kennedy Dr Unit 183, Bridgeport, CT, 06606",183 Kennedy Dr Unit 183,Bridgeport,Connecticut,6606,1177,2/18/2020
for_sale,825000,5,3,0.41,"1 Maple Ave, East Hanover, NJ, 07936",1 Maple Ave,East Hanover,New Jersey,7936,3600,2/18/2020
for_sale,475000,4,4,0.27,"258 S Main St, Wallingford, CT, 06492",258 S Main St,Wallingford,Connecticut,6492,3222,2/19/2020
for_sale,1250000,1,1,,"344 W 23rd St Apt 5D, New York City, NY, 10011",344 W 23rd St Apt 5D,New York City,New York,10011,732,2/19/2020
for_sale,375000,4,2,0.36,"130 Madison St, South Bound Brook, NJ, 08880",130 Madison St,South Bound Brook,New Jersey,8880,1341,2/19/2020
for_sale,189900,3,1,0.24,"78 Oakes St, Bennington, VT, 05201",78 Oakes St,Bennington,Vermont,5201,1152,2/21/2020
for_sale,499990,2,2,,"30 E Bluff Rd Unit 30, Ashland, MA, 01721",30 E Bluff Rd Unit 30,Ashland,Massachusetts,1721,2112,2/21/2020
for_sale,454000,3,2,5.1,"559 Bugbee Crossing Rd, Burke, VT, 05871",559 Bugbee Crossing Rd,Burke,Vermont,5871,1946,2/21/2020
for_sale,310000,2,2,,"11 Sugar Maple Ln, Ridgefield, CT, 06877",11 Sugar Maple Ln,Ridgefield,Connecticut,6877,1074,2/21/2020
for_sale,479900,4,4,3,"1112 Palisado Ave, Windsor, CT, 06095",1112 Palisado Ave,Windsor,Connecticut,6095,3715,2/24/2020
for_sale,595000,3,2,10.9,"190 Market Ln, Clinton Corners, NY, 12514",190 Market Ln,Clinton Corners,New York,12514,1630,2/24/2020
for_sale,415000,3,2,0.39,"1 Trelane Dr, Sanford, ME, 04083",1 Trelane Dr,Sanford,Maine,4083,2166,2/24/2020
for_sale,650000,4,4,0.16,"44 Ferncliff Rd, Bloomfield, NJ, 07003",44 Ferncliff Rd,Bloomfield,New Jersey,7003,1939,2/24/2020
for_sale,279900,3,2,0.19,"690 W Main St, West Haven, CT, 06516",690 W Main St,West Haven,Connecticut,6516,1236,2/25/2020
for_sale,489900,,,0.07,"23 East St, South River, NJ, 08882",23 East St,South River,New Jersey,8882,1744,2/25/2020
for_sale,329900,5,2,0.11,"1295 Newport Ave, Pawtucket, RI, 02861",1295 Newport Ave,Pawtucket,Rhode Island,2861,3507,2/26/2020
for_sale,252000,3,1,0.29,"16 Shennecossett Pkwy, Groton, CT, 06340",16 Shennecossett Pkwy,Groton,Connecticut,6340,1008,2/26/2020
for_sale,4195000,2,3,,"108 Leonard St Apt 6H, New York, NY, 10013",108 Leonard St Apt 6H,New York,New York,10013,1581,2/26/2020
for_sale,799000,2,2,0.03,"650 88th St, Brooklyn, NY, 11228",650 88th St,Brooklyn,New York,11228,884,2/26/2020
for_sale,299900,2,2,,"2697 Cranberry Hwy Apt 6, Wareham, MA, 02571",2697 Cranberry Hwy Apt 6,Wareham,Massachusetts,2571,1250,2/27/2020
for_sale,339999,4,3,0.19,"58 Klarman Dr, Hamden, CT, 06518",58 Klarman Dr,Hamden,Connecticut,6518,1324,2/27/2020
for_sale,400000,2,2,0.04,"101 Canterbury Ln, Morganville, NJ, 07751",101 Canterbury Ln,Morganville,New Jersey,7751,1580,2/27/2020
for_sale,76900,3,2,,"E 331 Apt E 331 Alborada Unit E331, Canovanas, PR, 00729",E 331 Apt E 331 Alborada Unit E331,Canovanas,Puerto Rico,729,1200,2/28/2020
for_sale,995000,3,3,0.09,"445 Lakeview Rd, Craryville, NY, 12521",445 Lakeview Rd,Craryville,New York,12521,1320,2/28/2020
for_sale,334000,3,2,0.23,"10 Almond St, Lincoln, RI, 02865",10 Almond St,Lincoln,Rhode Island,2865,800,2/28/2020
for_sale,349000,7,3,0.34,"400 Souza Rd, Tiverton, RI, 02878",400 Souza Rd,Tiverton,Rhode Island,2878,3119,2/28/2020
for_sale,219900,2,2,,"494 Woonasquatucket Ave Apt 304, North Providence, RI, 02911",494 Woonasquatucket Ave Apt 304,North Providence,Rhode Island,2911,1415,2/28/2020
for_sale,65000,1,1,6,"6173 State Route 22, Hebron, NY, 12865",6173 State Route 22,Hebron,New York,12865,1761,2/28/2020
for_sale,249900,3,2,0.01,"45 Maryland Rd, Plattsburgh, NY, 12903",45 Maryland Rd,Plattsburgh,New York,12903,1450,2/28/2020
for_sale,464999,3,2,0.29,"223 Riva Ave, East Brunswick, NJ, 08850",223 Riva Ave,East Brunswick,New Jersey,8850,1522,3/2/2020
for_sale,799444,3,3,1.84,"20 Beechwood Dr, Cranston, RI, 02921",20 Beechwood Dr,Cranston,Rhode Island,2921,3557,3/3/2020
for_sale,289900,3,1,1.08,"94 Burma Rd, Southbury, CT, 06488",94 Burma Rd,Southbury,Connecticut,6488,1067,3/3/2020
for_sale,329000,2,2,0.02,"55 Briar Hill Ct Unit 55, Middle Island, NY, 11953",55 Briar Hill Ct Unit 55,Middle Island,New York,11953,1133,3/4/2020
for_sale,395000,2,1,,"150-20 71 Ave Unit 2G, Kew Gardens Hills, NY, 11367",150-20 71 Ave Unit 2G,Kew Gardens Hills,New York,11367,1000,3/4/2020
for_sale,495000,4,3,0.56,"18 W Hill Rd, Bloomfield, CT, 06002",18 W Hill Rd,Bloomfield,Connecticut,6002,3267,3/5/2020
for_sale,599000,4,2,1,"50 Londonderry Rd, Windham, NH, 03087",50 Londonderry Rd,Windham,New Hampshire,3087,1653,3/5/2020
for_sale,940000,12,6,0.19,"327 William St, Bridgeport, CT, 06608",327 William St,Bridgeport,Connecticut,6608,4689,3/5/2020
for_sale,275000,4,2,0.15,"231 Summerfield Ave, Bridgeport, CT, 06610",231 Summerfield Ave,Bridgeport,Connecticut,6610,1936,3/5/2020
for_sale,220000,2,1,0.08,"8 Mohansic Rd, Carmel, NY, 10512",8 Mohansic Rd,Carmel,New York,10512,640,3/5/2020
for_sale,330000,1,1,,"130 Bay Ridge Pkwy Apt 4H, Brooklyn, NY, 11209",130 Bay Ridge Pkwy Apt 4H,Brooklyn,New York,11209,625,3/5/2020
for_sale,179000,2,2,,"1108 Heatherwood, Yarmouth Port, MA, 02675",1108 Heatherwood,Yarmouth Port,Massachusetts,2675,1092,3/6/2020
for_sale,199000,4,2,0.83,"46 Pleasant St, Lewiston, ME, 04240",46 Pleasant St,Lewiston,Maine,4240,1986,3/6/2020
for_sale,279900,3,3,0.52,"28 Hill Farm Rd, Bloomfield, CT, 06002",28 Hill Farm Rd,Bloomfield,Connecticut,6002,1342,3/9/2020
for_sale,375000,3,2,0.25,"9 Doyle Dr, Ansonia, CT, 06401",9 Doyle Dr,Ansonia,Connecticut,6401,1000,3/9/2020
for_sale,225000,1,1,,"221 Jane St Unit Garden, Weehawken, NJ, 07086",221 Jane St Unit Garden,Weehawken,New Jersey,7086,750,3/9/2020
for_sale,1200000,5,,10.17,"14 Ridge Rd, West Orange, NJ, 07052",14 Ridge Rd,West Orange,New Jersey,7052,6600,3/9/2020
for_sale,290000,3,3,,"530 Great Beds Ct, Perth Amboy, NJ, 08861",530 Great Beds Ct,Perth Amboy,New Jersey,8861,1404,3/9/2020
for_sale,250000,7,2,0.08,"147 Fillmore St, New Haven, CT, 06513",147 Fillmore St,New Haven,Connecticut,6513,2750,3/11/2020
for_sale,799900,4,2,1.48,"27 Broad Axe Ln, Wilton, CT, 06897",27 Broad Axe Ln,Wilton,Connecticut,6897,1928,3/11/2020
for_sale,449000,7,4,0.06,"74 N 4th St, Paterson, NJ, 07522",74 N 4th St,Paterson,New Jersey,7522,19998,3/11/2020
for_sale,1995000,5,5,0.86,"18 Anchorage Way, Barrington, RI, 02806",18 Anchorage Way,Barrington,Rhode Island,2806,6402,3/12/2020
for_sale,1150000,2,2,0.25,"400 E 59th St Unit 8GH, New York City, NY, 10022",400 E 59th St Unit 8GH,New York City,New York,10022,1113,3/12/2020
for_sale,695000,6,4,0.33,"156 Main St, Greenwich, NY, 12834",156 Main St,Greenwich,New York,12834,4776,3/13/2020
for_sale,175000,,1,,"3636 Fieldston Rd Apt 6G, Bronx, NY, 10463",3636 Fieldston Rd Apt 6G,Bronx,New York,10463,600,3/13/2020
for_sale,619000,1,1,,"300 Hudson St Apt 2, Hoboken, NJ, 07030",300 Hudson St Apt 2,Hoboken,New Jersey,7030,804,3/13/2020
for_sale,275000,3,2,0.54,"343 S Main St, Auburn, ME, 04210",343 S Main St,Auburn,Maine,4210,1550,3/17/2020
for_sale,249000,4,2,0.28,"16 Laurel Dr, Montville, CT, 06370",16 Laurel Dr,Montville,Connecticut,6370,1232,3/17/2020
for_sale,2395995,5,2,,"923 Castle Point Ter, Hoboken, NJ, 07030",923 Castle Point Ter,Hoboken,New Jersey,7030,2392,3/17/2020
for_sale,535000,8,3,0.13,"87 N Main St, Paterson, NJ, 07522",87 N Main St,Paterson,New Jersey,7522,3400,3/18/2020
for_sale,389000,3,2,0.12,"95 Ridgeley Ave, Iselin, NJ, 08830",95 Ridgeley Ave,Iselin,New Jersey,8830,1292,3/18/2020
for_sale,1439000,5,4,0.06,"41-32 40th St, Sunnyside, NY, 11104",41-32 40th St,Sunnyside,New York,11104,1600,3/19/2020
for_sale,364000,2,2,0.41,"1 Claridge Dr Apt 808, Verona, NJ, 07044",1 Claridge Dr Apt 808,Verona,New Jersey,7044,1700,3/19/2020
for_sale,359000,3,3,,"84 Florence Way Unit 84, Farmington, CT, 06032",84 Florence Way Unit 84,Farmington,Connecticut,6032,1896,3/20/2020
for_sale,289000,3,2,0.4,"3 Wightman Ave, Norwich, CT, 06360",3 Wightman Ave,Norwich,Connecticut,6360,1585,3/20/2020
for_sale,989000,4,3,1.11,"72 Crooked Trail Rd, Norwalk, CT, 06853",72 Crooked Trail Rd,Norwalk,Connecticut,6853,1360,3/20/2020
for_sale,940000,1,1,,"530 E 76th St Apt 9K, New York, NY, 10021",530 E 76th St Apt 9K,New York,New York,10021,780,3/20/2020
for_sale,175000,3,1,0.13,"159 State St, Windsor, VT, 05089",159 State St,Windsor,Vermont,5089,1514,3/23/2020
for_sale,300000,7,3,0.2,"6 Hooker Ave, Barre, VT, 05641",6 Hooker Ave,Barre,Vermont,5641,3800,3/23/2020
for_sale,109000,4,3,0.05,"22 4th St, Hoosick Falls, NY, 12090",22 4th St,Hoosick Falls,New York,12090,1890,3/24/2020
for_sale,250000,2,2,,"1029 S Mammoth Rd Unit 31, Manchester, NH, 03109",1029 S Mammoth Rd Unit 31,Manchester,New Hampshire,3109,1024,3/24/2020
for_sale,1625000,1,1,,"570 Broome St Apt 12C, New York, NY, 10013",570 Broome St Apt 12C,New York,New York,10013,732,3/24/2020
for_sale,679000,2,2,,"65 Jericho Rd Unit 65, Weston, MA, 02493",65 Jericho Rd Unit 65,Weston,Massachusetts,2493,1359,3/25/2020
for_sale,295000,3,2,0.19,"83 Deerfield Ridge Dr, Groton, CT, 06355",83 Deerfield Ridge Dr,Groton,Connecticut,6355,1150,3/25/2020
for_sale,319999,3,2,0.22,"20 Cecelia Dr, East Haven, CT, 06512",20 Cecelia Dr,East Haven,Connecticut,6512,880,3/25/2020
for_sale,599900,,,0.16,"123 Parkview Ave, Bridgeport, CT, 06606",123 Parkview Ave,Bridgeport,Connecticut,6606,3000,3/25/2020
for_sale,375000,2,2,1.21,"7 Hanover Rd, Brewster, NY, 10509",7 Hanover Rd,Brewster,New York,10509,1631,3/25/2020
