status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
for_sale,389999,4,3,0.45,"31 W Main St, Ware, MA, 01082",31 W Main St,Ware,Massachusetts,1082,3038,
for_sale,489900,2,2,,"308 Miller St Unit 75, Ludlow, MA, 01056",308 Miller St Unit 75,Ludlow,Massachusetts,1056,1790,
for_sale,1200000,7,3,11.76,"27 Bourgeois Ter, Westminster, MA, 01473",27 Bourgeois Ter,Westminster,Massachusetts,1473,4064,
for_sale,1100000,3,3,3,"1940 Barre Rd, New Braintree, MA, 01531",1940 Barre Rd,New Braintree,Massachusetts,1531,2800,
for_sale,435000,4,3,1.06,"81 Snow Rd, West Brookfield, MA, 01585",81 Snow Rd,West Brookfield,Massachusetts,1585,2736,
for_sale,305000,6,3,0.24,"51 W Main St, Ware, MA, 01082",51 W Main St,Ware,Massachusetts,1082,3158,
for_sale,649000,3,3,4,"926 Old Turnpike Rd, Oakham, MA, 01068",926 Old Turnpike Rd,Oakham,Massachusetts,1068,2219,
for_sale,369900,3,2,0.47,"50 52 Ward St, North Brookfield, MA, 01535",50 52 Ward St,North Brookfield,Massachusetts,1535,1539,
for_sale,675000,3,1,0.44,"3 Wachusett Dr, Westminster, MA, 01473",3 Wachusett Dr,Westminster,Massachusetts,1473,1814,
for_sale,87000,2,1,,"3 Heritage Dr, Warren, MA, 01083",3 Heritage Dr,Warren,Massachusetts,1083,728,
for_sale,289900,3,2,0.75,"105 Gilbertville Rd, Ware, MA, 01082",105 Gilbertville Rd,Ware,Massachusetts,1082,2124,
for_sale,379900,4,2,2.54,"38 W Brookfield Rd, North Brookfield, MA, 01535",38 W Brookfield Rd,North Brookfield,Massachusetts,1535,2096,
for_sale,210000,4,2,0.24,"69-71 North St, Palmer, MA, 01080",69-71 North St,Palmer,Massachusetts,1080,2496,
for_sale,299900,12,4,0.13,"9-17 Canal St, Ware, MA, 01082",9-17 Canal St,Ware,Massachusetts,1082,4212,
for_sale,799900,5,5,2.63,"3 Deerfield Dr, Wilbraham, MA, 01095",3 Deerfield Dr,Wilbraham,Massachusetts,1095,5024,
for_sale,525000,3,2,0.27,"32 Honey Bee Ln, Westminster, MA, 01473",32 Honey Bee Ln,Westminster,Massachusetts,1473,1628,
for_sale,239000,4,4,0.16,"14-16 Vigeant St, Ware, MA, 01082",14-16 Vigeant St,Ware,Massachusetts,1082,2896,
for_sale,725000,3,3,3.4,"163 South St, Westminster, MA, 01473",163 South St,Westminster,Massachusetts,1473,2288,
for_sale,559000,4,3,2.62,"21 Kelsey Ct, Barkhamsted, CT, 06063",21 Kelsey Ct,Barkhamsted,Connecticut,6063,2675,
for_sale,499900,4,3,0.46,"4 Sachem Ct, Farmington, CT, 06032",4 Sachem Ct,Farmington,Connecticut,6032,2312,
for_sale,579900,4,3,2.4,"110 Petersen Rd, East Granby, CT, 06026",110 Petersen Rd,East Granby,Connecticut,6026,2100,
for_sale,514900,4,3,3.22,"124 Hollister Dr, Avon, CT, 06001",124 Hollister Dr,Avon,Connecticut,6001,2500,
for_sale,44900,6,2,0.13,"24 Franklin St, North Adams, MA, 01247",24 Franklin St,North Adams,Massachusetts,1247,2749,
for_sale,549900,4,3,1.7,"135 Hollister Dr, Avon, CT, 06001",135 Hollister Dr,Avon,Connecticut,6001,2700,
for_sale,359900,4,3,0.5,"Farmington, CT, 06032",,Farmington,Connecticut,6032,2591,
for_sale,169900,3,1,0.22,"258 Onota St, Pittsfield, MA, 01201",258 Onota St,Pittsfield,Massachusetts,1201,1472,
for_sale,549600,4,3,1.77,"12 Highwood Xing, Burlington, CT, 06013",12 Highwood Xing,Burlington,Connecticut,6013,2755,
for_sale,1201215,4,5,1.2,"3 Steven Cir, Farmington, CT, 06085",3 Steven Cir,Farmington,Connecticut,6085,4007,
for_sale,1005000,2,3,,"12 River Run, Williamstown, MA, 01267",12 River Run,Williamstown,Massachusetts,1267,2037,
for_sale,945553,4,5,1.2,"4 Steven Cir, Farmington, CT, 06085",4 Steven Cir,Farmington,Connecticut,6085,3261,
for_sale,514900,4,3,0.96,"125 Hollister Dr, Avon, CT, 06001",125 Hollister Dr,Avon,Connecticut,6001,2500,
for_sale,689900,4,4,2.07,"8 Highwood Xing, Burlington, CT, 06013",8 Highwood Xing,Burlington,Connecticut,6013,3300,
for_sale,618943,4,3,1.46,"152 Nelson Dr, Burlington, CT, 06013",152 Nelson Dr,Burlington,Connecticut,6013,3017,
for_sale,175000,3,1,1.06,"225 Mines Rd, Bristol, CT, 06010",225 Mines Rd,Bristol,Connecticut,6010,1444,
for_sale,285000,3,1,0.31,"137 Anita Dr, Pittsfield, MA, 01201",137 Anita Dr,Pittsfield,Massachusetts,1201,1216,
for_sale,339900,2,3,,"29 Covey Rd Apt 23, Burlington, CT, 06013",29 Covey Rd Apt 23,Burlington,Connecticut,6013,1500,
for_sale,945000,4,3,4.07,"114 Daniel Trce, Burlington, CT, 06013",114 Daniel Trce,Burlington,Connecticut,6013,2750,
for_sale,1325000,6,5,6.5,"150 Torrey Woods Rd, Williamstown, MA, 01267",150 Torrey Woods Rd,Williamstown,Massachusetts,1267,4646,
for_sale,475000,2,2,,"37 Corey Rd Unit 873, Hancock, MA, 01237",37 Corey Rd Unit 873,Hancock,Massachusetts,1237,1086,
for_sale,1890000,4,4,10.57,"1120 Churchill St, Pittsfield, MA, 01201",1120 Churchill St,Pittsfield,Massachusetts,1201,3968,
for_sale,1130000,3,3,,"6 River Run, Williamstown, MA, 01267",6 River Run,Williamstown,Massachusetts,1267,2499,
for_sale,1130000,3,3,,"10 River Run, Williamstown, MA, 01267",10 River Run,Williamstown,Massachusetts,1267,2499,
for_sale,99000,4,3,0.17,"24 Wheeler Ave, Clarksburg, MA, 01247",24 Wheeler Ave,Clarksburg,Massachusetts,1247,2390,
for_sale,289900,4,3,0.56,"23 Collins Rd, Canton, CT, 06019",23 Collins Rd,Canton,Connecticut,6019,1904,
for_sale,275000,5,3,0.2,"278-280 Onota St, Pittsfield, MA, 01201",278-280 Onota St,Pittsfield,Massachusetts,1201,5712,
for_sale,849900,6,6,4.12,"29 S Ridge Rd, Farmington, CT, 06032",29 S Ridge Rd,Farmington,Connecticut,6032,5276,
for_sale,333490,3,3,0.07,"Katherine, Burlington, NJ, 08016",Katherine,Burlington,New Jersey,8016,1500,
for_sale,399500,2,2,,"37 Corey Rd Unit 835, Hancock, MA, 01237",37 Corey Rd Unit 835,Hancock,Massachusetts,1237,1243,
for_sale,134900,4,1,0.12,"312 Eagle St, North Adams, MA, 01247",312 Eagle St,North Adams,Massachusetts,1247,1495,
for_sale,180000,5,4,0.11,"152 Linden St, Pittsfield, MA, 01201",152 Linden St,Pittsfield,Massachusetts,1201,2874,
for_sale,1153000,5,5,7.18,"6 Red Fox Run, Canton, CT, 06019",6 Red Fox Run,Canton,Connecticut,6019,4049,
for_sale,1600000,5,6,10.79,"4 Red Fox Run, Canton, CT, 06019",4 Red Fox Run,Canton,Connecticut,6019,5466,
for_sale,1088000,4,5,4.33,"21 Red Fox Run, Canton, CT, 06019",21 Red Fox Run,Canton,Connecticut,6019,3949,
for_sale,790000,4,4,3.4,"251 Gracey Rd, Canton, CT, 06019",251 Gracey Rd,Canton,Connecticut,6019,2886,
for_sale,707664,4,4,1.05,"51 Nelson Dr, Burlington, CT, 06013",51 Nelson Dr,Burlington,Connecticut,6013,3138,
for_sale,829000,4,4,2.06,"15 Red Fox Run, Canton, CT, 06019",15 Red Fox Run,Canton,Connecticut,6019,3100,
for_sale,707932,4,3,1.08,"59 Nelson Dr, Burlington, CT, 06013",59 Nelson Dr,Burlington,Connecticut,6013,3077,
for_sale,799000,4,3,1.9,"11 Red Fox Run, Canton, CT, 06019",11 Red Fox Run,Canton,Connecticut,6019,3037,
for_sale,290000,3,3,1.38,"136 Juniper Dr, Avon, CT, 06001",136 Juniper Dr,Avon,Connecticut,6001,1498,
for_sale,49900,12,4,0.08,"301 Main St, North Adams, MA, 01247",301 Main St,North Adams,Massachusetts,1247,4528,
for_sale,175000,3,1,60,"187 Bly Hollow Rd, Berlin, NY, 12022",187 Bly Hollow Rd,Berlin,New York,12022,1176,
for_sale,384900,3,2,1.7,"107 Jerome Ave, Burlington, CT, 06013",107 Jerome Ave,Burlington,Connecticut,6013,1528,
for_sale,314000,4,1,2.63,"910 Daniels Rd, Clarksburg, MA, 01247",910 Daniels Rd,Clarksburg,Massachusetts,1247,1670,
for_sale,379999,3,3,,"2 Bushel Rd Unit 2, Plainville, CT, 06062",2 Bushel Rd Unit 2,Plainville,Connecticut,6062,2004,
for_sale,1040000,2,3,,"8 River Run, Williamstown, MA, 01267",8 River Run,Williamstown,Massachusetts,1267,2037,
for_sale,389000,3,1,1.04,"252 Spielman Hwy, Burlington, CT, 06013",252 Spielman Hwy,Burlington,Connecticut,6013,1248,
for_sale,619900,4,4,1.39,"223 Farms Village Rd, Simsbury, CT, 06092",223 Farms Village Rd,Simsbury,Connecticut,6092,3985,
for_sale,179900,3,1,0.07,"39 Hudson St, North Adams, MA, 01247",39 Hudson St,North Adams,Massachusetts,1247,1170,
for_sale,289900,4,2,0.35,"78 Fleetwood Rd, Bristol, CT, 06010",78 Fleetwood Rd,Bristol,Connecticut,6010,1820,
for_sale,184900,4,4,0.43,"102-104 Merriam St, Pittsfield, MA, 01201",102-104 Merriam St,Pittsfield,Massachusetts,1201,3408,
for_sale,1395000,5,7,2.14,"43 Far Hills Dr, Avon, CT, 06001",43 Far Hills Dr,Avon,Connecticut,6001,7401,
for_sale,169900,6,2,0.14,"17-19 Bracewell Ave, North Adams, MA, 01247",17-19 Bracewell Ave,North Adams,Massachusetts,1247,2540,
for_sale,139900,2,1,0.19,"30 Hardwood Rd, Plainville, CT, 06062",30 Hardwood Rd,Plainville,Connecticut,6062,768,
for_sale,279900,3,2,0.31,"171 Stillwell Dr, Plainville, CT, 06062",171 Stillwell Dr,Plainville,Connecticut,6062,1570,
for_sale,139000,3,1,0.17,"35 Jackson St, North Adams, MA, 01247",35 Jackson St,North Adams,Massachusetts,1247,1109,
for_sale,849900,5,6,1.83,"45 Farmington Ridge Dr, Farmington, CT, 06032",45 Farmington Ridge Dr,Farmington,Connecticut,6032,4582,
for_sale,389000,2,2,,"37 Corey Rd Unit 833, Hancock, MA, 01237",37 Corey Rd Unit 833,Hancock,Massachusetts,1237,1277,
for_sale,139000,3,2,0.07,"48 Cady St, North Adams, MA, 01247",48 Cady St,North Adams,Massachusetts,1247,1571,
for_sale,110000,5,2,0.13,"87-89 John St, Pittsfield, MA, 01201",87-89 John St,Pittsfield,Massachusetts,1201,1656,
for_sale,653900,4,4,2,"65 Nelson Dr, Burlington, CT, 06013",65 Nelson Dr,Burlington,Connecticut,6013,3195,
for_sale,475000,4,3,0.75,"2 Banbury Rd, Simsbury, CT, 06092",2 Banbury Rd,Simsbury,Connecticut,6092,1646,
for_sale,445000,4,3,2.55,"395 Dunham St, Southington, CT, 06489",395 Dunham St,Southington,Connecticut,6489,2400,
for_sale,255000,3,2,0.53,"22 Timber Hill Rd, Plainville, CT, 06062",22 Timber Hill Rd,Plainville,Connecticut,6062,1130,
for_sale,279900,3,2,0.35,"11 Schenone Ct, Plainville, CT, 06062",11 Schenone Ct,Plainville,Connecticut,6062,1004,
for_sale,309900,3,2,0.41,"210 Sonstrom Rd, Bristol, CT, 06010",210 Sonstrom Rd,Bristol,Connecticut,6010,1345,
for_sale,793756,4,4,1.4,"69 Nelson Dr, Burlington, CT, 06013",69 Nelson Dr,Burlington,Connecticut,6013,3179,
for_sale,159900,3,1,0.1,"10 Strong Ct, Plainville, CT, 06062",10 Strong Ct,Plainville,Connecticut,6062,1283,
for_sale,99900,3,1,0.25,"923 Holmes Rd, Pittsfield, MA, 01201",923 Holmes Rd,Pittsfield,Massachusetts,1201,1201,
for_sale,75000,2,1,,"72 Pine Lodge Park, Williamstown, MA, 01267",72 Pine Lodge Park,Williamstown,Massachusetts,1267,913,
for_sale,109900,3,1,0.19,"64 Richmond Ave, North Adams, MA, 01247",64 Richmond Ave,North Adams,Massachusetts,1247,1352,
for_sale,400000,4,3,0.35,"33 Horseshoe Cir, Simsbury, CT, 06070",33 Horseshoe Cir,Simsbury,Connecticut,6070,1856,
for_sale,299900,3,2,0.34,"24 Metacomet Rd, Plainville, CT, 06062",24 Metacomet Rd,Plainville,Connecticut,6062,1372,
for_sale,217000,3,1,0.63,"6 Lostbrook Rd, Simsbury, CT, 06092",6 Lostbrook Rd,Simsbury,Connecticut,6092,1110,
for_sale,159000,2,1,0.21,"3 Roseleah Ave, Plainville, CT, 06062",3 Roseleah Ave,Plainville,Connecticut,6062,834,
for_sale,175000,6,3,0.34,"351 West St, Pittsfield, MA, 01201",351 West St,Pittsfield,Massachusetts,1201,2943,
for_sale,399900,12,12,0.3,"211 217 Francis Ave, Pittsfield, MA, 01201",211 217 Francis Ave,Pittsfield,Massachusetts,1201,6803,
for_sale,1200000,4,6,4.95,"57 Lord Davis Ln, Avon, CT, 06001",57 Lord Davis Ln,Avon,Connecticut,6001,5468,
for_sale,349900,4,3,1.9,"8 Deer Run Rd, Canton, CT, 06019",8 Deer Run Rd,Canton,Connecticut,6019,2384,
for_sale,249000,2,1,0.37,"51 E Hill Rd, Canton, CT, 06019",51 E Hill Rd,Canton,Connecticut,6019,893,
for_sale,249900,2,1,2.11,"17 Burlington Rd, Farmington, CT, 06085",17 Burlington Rd,Farmington,Connecticut,6085,864,
for_sale,199000,4,1,0.46,"42 Montgomery St, North Adams, MA, 01247",42 Montgomery St,North Adams,Massachusetts,1247,1458,
for_sale,219900,7,4,0.29,"9-13 Broad St, Pittsfield, MA, 01201",9-13 Broad St,Pittsfield,Massachusetts,1201,2532,
for_sale,829900,4,4,1.45,"94 Windsor Ct, Avon, CT, 06001",94 Windsor Ct,Avon,Connecticut,6001,3300,
for_sale,179900,7,4,0.91,"74-80 W Main St, North Adams, MA, 01247",74-80 W Main St,North Adams,Massachusetts,1247,3225,
for_sale,347000,3,3,1.8,"485 N Houghton St, Clarksburg, MA, 01247",485 N Houghton St,Clarksburg,Massachusetts,1247,2160,
for_sale,199900,2,2,,"138 Farmington Chase Cres Unit 138, Farmington, CT, 06032",138 Farmington Chase Cres Unit 138,Farmington,Connecticut,6032,1317,
for_sale,699900,4,4,3.26,"15 Highwood Xing, Burlington, CT, 06013",15 Highwood Xing,Burlington,Connecticut,6013,3300,
for_sale,455000,3,2,,"37 Corey Rd Unit 872, Hancock, MA, 01237",37 Corey Rd Unit 872,Hancock,Massachusetts,1237,1133,
for_sale,172900,2,1,0.15,"36 Dogwood Rd, Plainville, CT, 06062",36 Dogwood Rd,Plainville,Connecticut,6062,884,
for_sale,639000,4,3,1.4,"6 Old Pinnacle Rd, Farmington, CT, 06032",6 Old Pinnacle Rd,Farmington,Connecticut,6032,2866,
for_sale,169900,2,2,1.67,"41 Punch Brook Rd, Burlington, CT, 06013",41 Punch Brook Rd,Burlington,Connecticut,6013,1668,
for_sale,185000,2,2,0.29,"14 Mohawk Dr, Farmington, CT, 06085",14 Mohawk Dr,Farmington,Connecticut,6085,912,
for_sale,180000,3,1,0.41,"29 Barry Ln, Simsbury, CT, 06070",29 Barry Ln,Simsbury,Connecticut,6070,1077,
for_sale,500000,5,5,2.66,"26 Stuart Dr, Bloomfield, CT, 06002",26 Stuart Dr,Bloomfield,Connecticut,6002,4097,
for_sale,325000,4,3,1.99,"8 Oakhurst Rd, Simsbury, CT, 06070",8 Oakhurst Rd,Simsbury,Connecticut,6070,1758,
for_sale,314900,3,3,0.87,"36 Fawnbrook Ln, Simsbury, CT, 06070",36 Fawnbrook Ln,Simsbury,Connecticut,6070,1640,
for_sale,1599000,5,6,4.71,"32 Hoffmann Rd, Canton, CT, 06019",32 Hoffmann Rd,Canton,Connecticut,6019,6864,
for_sale,1300000,5,5,43.2,"175 Bee Hill Rd, Williamstown, MA, 01267",175 Bee Hill Rd,Williamstown,Massachusetts,1267,3392,
for_sale,84900,3,1,0.24,"66 Russell Ave, Plainville, CT, 06062",66 Russell Ave,Plainville,Connecticut,6062,1112,
for_sale,349000,4,2,1.1,"330 Eagle St, North Adams, MA, 01247",330 Eagle St,North Adams,Massachusetts,1247,2379,
for_sale,130000,2,2,,"122 Milford Street Ext Apt B5, Plainville, CT, 06062",122 Milford Street Ext Apt B5,Plainville,Connecticut,6062,1092,
for_sale,419000,5,3,1.86,"23 Pinnacle Rd, Farmington, CT, 06032",23 Pinnacle Rd,Farmington,Connecticut,6032,2464,
for_sale,399900,4,2,0.46,"29 Redcoat Ln, Farmington, CT, 06085",29 Redcoat Ln,Farmington,Connecticut,6085,1824,
for_sale,429000,3,3,2.84,"78 W Avon Rd, Farmington, CT, 06085",78 W Avon Rd,Farmington,Connecticut,6085,1880,
for_sale,259900,2,1,0.27,"3521 Jacobs Ladder Rd, Becket, MA, 01223",3521 Jacobs Ladder Rd,Becket,Massachusetts,1223,1040,
for_sale,199900,2,1,0.19,"77 McArthur St, Pittsfield, MA, 01201",77 McArthur St,Pittsfield,Massachusetts,1201,1144,
for_sale,215000,3,1,0.17,"51 McArthur St, Pittsfield, MA, 01201",51 McArthur St,Pittsfield,Massachusetts,1201,1166,
for_sale,279900,4,3,1.36,"47 Huckleberry Hill Rd, Avon, CT, 06001",47 Huckleberry Hill Rd,Avon,Connecticut,6001,1892,
for_sale,599000,4,3,1.2,"16 Hitchcock Ln, Avon, CT, 06001",16 Hitchcock Ln,Avon,Connecticut,6001,2977,
for_sale,149900,6,2,0.2,"218 Linden St, Pittsfield, MA, 01201",218 Linden St,Pittsfield,Massachusetts,1201,2664,
for_sale,1300000,3,4,1.85,"20 Pilgrim Path, Farmington, CT, 06032",20 Pilgrim Path,Farmington,Connecticut,6032,3005,
for_sale,269000,8,6,0.12,"155 Francis Ave, Pittsfield, MA, 01201",155 Francis Ave,Pittsfield,Massachusetts,1201,3676,
for_sale,819900,4,4,0.92,"82 Fairway Rdg Lot 8, Avon, CT, 06001",82 Fairway Rdg Lot 8,Avon,Connecticut,6001,3300,
for_sale,169000,4,2,0.06,"29 Church St, Pittsfield, MA, 01201",29 Church St,Pittsfield,Massachusetts,1201,2045,
for_sale,259900,3,2,0.69,"102 Latimer Ln, Simsbury, CT, 06089",102 Latimer Ln,Simsbury,Connecticut,6089,1520,
for_sale,599000,4,2,0.5,"469 Pecks Rd, Pittsfield, MA, 01201",469 Pecks Rd,Pittsfield,Massachusetts,1201,1610,
for_sale,204900,2,1,0.39,"190 Shagbark Dr, Bristol, CT, 06010",190 Shagbark Dr,Bristol,Connecticut,6010,988,
for_sale,529000,4,3,0.71,"5 Stonehenge Dr, Simsbury, CT, 06070",5 Stonehenge Dr,Simsbury,Connecticut,6070,2531,
for_sale,575000,6,6,1.68,"46 W Avon Rd, Farmington, CT, 06085",46 W Avon Rd,Farmington,Connecticut,6085,3349,
for_sale,495000,6,3,0.19,"95-97 Perry St, Farmington, CT, 06085",95-97 Perry St,Farmington,Connecticut,6085,3072,
for_sale,159900,4,2,0.2,"268 Linden St, Pittsfield, MA, 01201",268 Linden St,Pittsfield,Massachusetts,1201,2380,
for_sale,349900,3,2,0.47,"10 Tanglewood Rd, Farmington, CT, 06032",10 Tanglewood Rd,Farmington,Connecticut,6032,1372,
for_sale,334900,3,2,1.19,"28 Candlewood Ln, Avon, CT, 06001",28 Candlewood Ln,Avon,Connecticut,6001,1959,
for_sale,219900,6,2,0.2,"54 Taylor St, Pittsfield, MA, 01201",54 Taylor St,Pittsfield,Massachusetts,1201,3430,
for_sale,475000,4,3,1.7,"442 Notch Rd, North Adams, MA, 01247",442 Notch Rd,North Adams,Massachusetts,1247,2240,
for_sale,450000,4,3,1,"528 Lovely St, Avon, CT, 06001",528 Lovely St,Avon,Connecticut,6001,2238,
for_sale,599900,4,4,0.46,"68 Westview Ter, Farmington, CT, 06085",68 Westview Ter,Farmington,Connecticut,6085,3168,
for_sale,249900,2,2,,"37 Corey Rd Unit 85, Hancock, MA, 01237",37 Corey Rd Unit 85,Hancock,Massachusetts,1237,842,
for_sale,199900,4,2,0.22,"17 Hough St, Plainville, CT, 06062",17 Hough St,Plainville,Connecticut,6062,1366,
for_sale,274900,1,1,,"37 Corey Rd Unit 825, Hancock, MA, 01237",37 Corey Rd Unit 825,Hancock,Massachusetts,1237,655,
for_sale,129900,5,3,0.12,"18 Chase Ave, North Adams, MA, 01247",18 Chase Ave,North Adams,Massachusetts,1247,3536,
for_sale,359788,3,3,0.3,"64 Harold Rd, Farmington, CT, 06032",64 Harold Rd,Farmington,Connecticut,6032,1132,
for_sale,499900,4,5,0.93,"122 High Ridge Rd, Avon, CT, 06001",122 High Ridge Rd,Avon,Connecticut,6001,3707,
for_sale,299000,3,2,0.49,"14 Doris St, Farmington, CT, 06085",14 Doris St,Farmington,Connecticut,6085,1144,
for_sale,899900,4,5,2.49,"84 Forest Hills Dr, Farmington, CT, 06032",84 Forest Hills Dr,Farmington,Connecticut,6032,3292,
for_sale,329900,3,2,0.44,"35 Delmar Dr, Bristol, CT, 06010",35 Delmar Dr,Bristol,Connecticut,6010,1492,
for_sale,239900,5,2,0.3,"225 Eagle St, North Adams, MA, 01247",225 Eagle St,North Adams,Massachusetts,1247,2796,
for_sale,259000,3,2,2.05,"116 Horrigan Rd, Clarksburg, MA, 01247",116 Horrigan Rd,Clarksburg,Massachusetts,1247,1215,
for_sale,260000,3,2,,"6 Mathers Xing Unit 6, Simsbury, CT, 06070",6 Mathers Xing Unit 6,Simsbury,Connecticut,6070,1466,
for_sale,250000,4,2,0.51,"24 Shannon Ln, Westfield, MA, 01085",24 Shannon Ln,Westfield,Massachusetts,1085,1428,
for_sale,120000,1,1,,"37 Corey Rd Unit 712, Hancock, MA, 01237",37 Corey Rd Unit 712,Hancock,Massachusetts,1237,500,
for_sale,329900,4,2,0.51,"70 Main St, Farmington, CT, 06085",70 Main St,Farmington,Connecticut,6085,1969,
for_sale,619900,3,4,3.36,"8 S Ridge Rd, Farmington, CT, 06032",8 S Ridge Rd,Farmington,Connecticut,6032,2970,
for_sale,495000,4,3,0.31,"1191 Main St, Williamstown, MA, 01267",1191 Main St,Williamstown,Massachusetts,1267,2170,
for_sale,560000,4,4,0.32,"58 E Main St, Plainville, CT, 06062",58 E Main St,Plainville,Connecticut,6062,3769,
for_sale,425000,3,2,0.5,"14 King Arthur Dr, Becket, MA, 01223",14 King Arthur Dr,Becket,Massachusetts,1223,1463,
for_sale,269900,3,1,0.12,"2 Linden Ave, Westfield, MA, 01085",2 Linden Ave,Westfield,Massachusetts,1085,1512,
for_sale,686900,4,3,2,"3 Windsor Ln Unit 1, New Hartford, CT, 06057",3 Windsor Ln Unit 1,New Hartford,Connecticut,6057,2600,
for_sale,625000,4,3,,"9211 Mountainside Dr, Hancock, MA, 01237",9211 Mountainside Dr,Hancock,Massachusetts,1237,2230,
for_sale,469900,2,2,,"39 Meacham Dr Unit 39, Enfield, CT, 06082",39 Meacham Dr Unit 39,Enfield,Connecticut,6082,1893,
for_sale,479900,2,2,,"56 Watch Hill Dr Unit 56, Enfield, CT, 06082",56 Watch Hill Dr Unit 56,Enfield,Connecticut,6082,2000,
for_sale,469900,2,2,,"60 Watch Hill Dr Unit 60, Enfield, CT, 06082",60 Watch Hill Dr Unit 60,Enfield,Connecticut,6082,1874,
for_sale,469900,2,2,,"71 Watch Hill Dr Unit 71, Enfield, CT, 06082",71 Watch Hill Dr Unit 71,Enfield,Connecticut,6082,1554,
for_sale,479900,2,2,,"72 Watch Hill Dr Unit 72, Enfield, CT, 06082",72 Watch Hill Dr Unit 72,Enfield,Connecticut,6082,1874,
for_sale,479000,2,2,,"33 Lodge Ln Unit 33, Wilbraham, MA, 01095",33 Lodge Ln Unit 33,Wilbraham,Massachusetts,1095,1610,
for_sale,229900,3,1,0.12,"54 Ionia St, Springfield, MA, 01109",54 Ionia St,Springfield,Massachusetts,1109,1205,
for_sale,259900,3,3,0.21,"181 Laurelton St, Springfield, MA, 01109",181 Laurelton St,Springfield,Massachusetts,1109,1380,
for_sale,2680000,5,6,7.25,"655 Ridge Rd, Wilbraham, MA, 01095",655 Ridge Rd,Wilbraham,Massachusetts,1095,9139,
for_sale,1490000,16,16,0.16,"406-414 Berkshire Ave, Springfield, MA, 01109",406-414 Berkshire Ave,Springfield,Massachusetts,1109,12000,
for_sale,269900,3,2,0.17,"46 Old Brook Rd, Springfield, MA, 01118",46 Old Brook Rd,Springfield,Massachusetts,1118,1589,
for_sale,299000,4,2,0.23,"295 Main St, Springfield, MA, 01151",295 Main St,Springfield,Massachusetts,1151,1440,
for_sale,175000,3,1,0.53,"432 Main St, Hampden, MA, 01036",432 Main St,Hampden,Massachusetts,1036,1347,
for_sale,199900,2,2,,"611 Nassau Dr Unit 611, Springfield, MA, 01129",611 Nassau Dr Unit 611,Springfield,Massachusetts,1129,862,
for_sale,225000,4,2,0.12,"148 Berkshire Ave, Springfield, MA, 01109",148 Berkshire Ave,Springfield,Massachusetts,1109,1736,
for_sale,369900,4,3,0.65,"66 Overlook Dr, Springfield, MA, 01118",66 Overlook Dr,Springfield,Massachusetts,1118,2452,
for_sale,299900,3,1,0.82,"44 Fernwood Dr, Hampden, MA, 01036",44 Fernwood Dr,Hampden,Massachusetts,1036,1008,
for_sale,309900,2,2,,"46 Palmer Rd Unit 12, Monson, MA, 01057",46 Palmer Rd Unit 12,Monson,Massachusetts,1057,1543,
for_sale,339900,3,2,0.23,"15 Hadley Ct, Springfield, MA, 01119",15 Hadley Ct,Springfield,Massachusetts,1119,1470,
for_sale,239900,4,1,0.06,"61 Dwight Rd, Springfield, MA, 01108",61 Dwight Rd,Springfield,Massachusetts,1108,1554,
for_sale,319999,4,2,0.26,"45 Sunrise Ter, Springfield, MA, 01119",45 Sunrise Ter,Springfield,Massachusetts,1119,1342,
for_sale,525000,2,2,,"45 Lodge Ln Unit 45, Wilbraham, MA, 01095",45 Lodge Ln Unit 45,Wilbraham,Massachusetts,1095,1620,
for_sale,299999,6,2,0.11,"131-133 Elmore Ave, Springfield, MA, 01119",131-133 Elmore Ave,Springfield,Massachusetts,1119,2160,
for_sale,269900,3,1,0.34,"172 Gresham St, Springfield, MA, 01119",172 Gresham St,Springfield,Massachusetts,1119,1197,
for_sale,280000,6,2,0.15,"75 Parker St, Springfield, MA, 01151",75 Parker St,Springfield,Massachusetts,1151,2886,
for_sale,525000,4,4,0.79,"23 Carla Ln, Wilbraham, MA, 01095",23 Carla Ln,Wilbraham,Massachusetts,1095,2574,
for_sale,84900,2,1,0.07,"229 Miller St Trlr F6, Ludlow, MA, 01056",229 Miller St Trlr F6,Ludlow,Massachusetts,1056,700,
for_sale,84900,2,1,0.07,"229 Miller St Trlr G8, Ludlow, MA, 01056",229 Miller St Trlr G8,Ludlow,Massachusetts,1056,700,
for_sale,399900,3,2,1,"5 Silver St, Wilbraham, MA, 01095",5 Silver St,Wilbraham,Massachusetts,1095,1210,
for_sale,84900,2,1,0.07,"229 Miller St Trlr B5, Ludlow, MA, 01056",229 Miller St Trlr B5,Ludlow,Massachusetts,1056,600,
for_sale,349900,3,3,1.07,"218 Somers Rd, Hampden, MA, 01036",218 Somers Rd,Hampden,Massachusetts,1036,1800,
for_sale,79900,2,1,,"1078 Allen St Apt H, Springfield, MA, 01118",1078 Allen St Apt H,Springfield,Massachusetts,1118,875,
for_sale,272500,3,1,1.01,"4 Bethany Rd, Monson, MA, 01057",4 Bethany Rd,Monson,Massachusetts,1057,1437,
for_sale,239900,3,2,0.28,"10 Raffia Rd, Enfield, CT, 06082",10 Raffia Rd,Enfield,Connecticut,6082,1176,
for_sale,299999,6,3,0.16,"209 Oak Grove Ave, Springfield, MA, 01109",209 Oak Grove Ave,Springfield,Massachusetts,1109,3050,
